grm readings
1.69
1.76
1.45
1.18
0.57
-1.12
-1.93
0.17
1.22
1.35
0.30
0.51
1.39
0.34
-0.17
0.54
-1.12
-0.10
1.62
2.20
1.35
1.69
1.69
1.99
0.81
1.15
2.60
2.84
1.39
1.79
3.96
3.62
2.57
4.94
4.50
3.58
3.45
1.76
2.47
3.52
3.58
3.31
2.94
3.38
3.55
3.48
4.53
4.84
4.16
3.72
4.60
5.27
4.33
4.87
4.87
4.23
2.50
3.52
3.75
4.06
2.87
4.33
5.95
5.68
5.71
5.61
4.33
5.55
6.22
6.32
6.49
5.92
4.60
5.14
5.61
6.05
6.49
6.80
6.22
6.02
5.95
7.91
7.81
6.36
5.31
4.84
6.80
7.61
7.07
7.17
6.80
5.88
5.61
5.75
6.15
6.19
4.94
4.60
4.84
5.48
5.38
7.10
5.38
4.63
4.80
6.83
6.66
5.61
4.50
5.07
5.75
5.38
4.23
5.75
5.88
5.75
5.88
6.15
6.86
7.47
6.83
6.29
7.13
6.93
6.73
7.24
6.97
7.03
6.46
7.98
7.54
7.24
7.88
7.51
5.48
6.53
7.91
8.05
9.23
9.13
7.81
7.34
7.00
7.47
6.73
8.42
8.66
9.13
9.94
9.77
9.37
10.62
11.67
9.81
10.38
10.14
8.76
9.23
9.54
10.68
11.12
10.68
10.58
10.85
9.74
10.18
12.00
12.75
11.80
10.21
10.21
9.37
10.38
11.26
11.23
11.73
12.82
12.71
10.99
11.29
10.92
11.40
11.53
11.70
11.90
12.04
11.83
12.71
11.94
11.36
10.89
10.75
10.68
13.19
12.58
11.87
12.07
11.63
11.43
12.82
12.41
11.77
12.95
14.07
14.10
13.19
12.21
12.00
11.73
12.85
13.22
11.36
12.48
15.42
14.00
13.49
13.63
13.56
14.54
13.29
12.31
13.46
13.59
14.10
14.64
13.56
14.54
14.10
13.25
14.61
14.27
13.86
13.39
13.42
14.20
13.05
13.02
13.53
12.51
11.97
12.61
13.63
13.29
13.19
11.83
11.40
12.31
12.88
13.19
11.63
11.56
12.95
12.41
10.31
12.21
12.21
12.11
11.73
11.83
10.48
9.81
10.11
9.74
9.26
10.55
11.67
11.80
11.26
12.11
13.15
1
