32,32,31.25000000
31,63,32.25806452
31,94,32.25806452
31,125,32.25806452
30,155,33.33333333
30,185,33.33333333
31,216,32.25806452
30,246,33.33333333
32,278,31.25000000
31,309,32.25806452
30,339,33.33333333
30,369,33.33333333
31,400,32.25806452
31,431,32.25806452
31,462,32.25806452
31,493,32.25806452
33,526,30.30303030
32,558,31.25000000
32,590,31.25000000
31,621,32.25806452
32,653,31.25000000
31,684,32.25806452
32,716,31.25000000
30,746,33.33333333
30,776,33.33333333
31,807,32.25806452
30,837,33.33333333
30,867,33.33333333
30,897,33.33333333
31,928,32.25806452
30,958,33.33333333
30,988,33.33333333
31,1019,32.25806452
31,1050,32.25806452
31,1081,32.25806452
31,1112,32.25806452
31,1143,32.25806452
30,1173,33.33333333
31,1204,32.25806452
29,1233,34.48275862
31,1264,32.25806452
30,1294,33.33333333
29,1323,34.48275862
30,1353,33.33333333
30,1383,33.33333333
30,1413,33.33333333
30,1443,33.33333333
30,1473,33.33333333
29,1502,34.48275862
29,1531,34.48275862
30,1561,33.33333333
30,1591,33.33333333
31,1622,32.25806452
30,1652,33.33333333
30,1682,33.33333333
31,1713,32.25806452
31,1744,32.25806452
31,1775,32.25806452
31,1806,32.25806452
29,1835,34.48275862
30,1865,33.33333333
30,1895,33.33333333
30,1925,33.33333333
31,1956,32.25806452
31,1987,32.25806452
31,2018,32.25806452
31,2049,32.25806452
30,2079,33.33333333
30,2109,33.33333333
31,2140,32.25806452
31,2171,32.25806452
30,2201,33.33333333
30,2231,33.33333333
30,2261,33.33333333
30,2291,33.33333333
30,2321,33.33333333
29,2350,34.48275862
30,2380,33.33333333
29,2409,34.48275862
30,2439,33.33333333
29,2468,34.48275862
30,2498,33.33333333
32,2530,31.25000000
31,2561,32.25806452
30,2591,33.33333333
31,2622,32.25806452
30,2652,33.33333333
29,2681,34.48275862
30,2711,33.33333333
30,2741,33.33333333
30,2771,33.33333333
30,2801,33.33333333
31,2832,32.25806452
30,2862,33.33333333
31,2893,32.25806452
29,2922,34.48275862
30,2952,33.33333333
30,2982,33.33333333
29,3011,34.48275862
29,3040,34.48275862
29,3069,34.48275862
28,3097,35.71428571
28,3125,35.71428571
30,3155,33.33333333
29,3184,34.48275862
30,3214,33.33333333
30,3244,33.33333333
30,3274,33.33333333
29,3303,34.48275862
29,3332,34.48275862
29,3361,34.48275862
30,3391,33.33333333
29,3420,34.48275862
31,3451,32.25806452
29,3480,34.48275862
30,3510,33.33333333
29,3539,34.48275862
28,3567,35.71428571
29,3596,34.48275862
29,3625,34.48275862
30,3655,33.33333333
29,3684,34.48275862
31,3715,32.25806452
29,3744,34.48275862
30,3774,33.33333333
28,3802,35.71428571
29,3831,34.48275862
29,3860,34.48275862
29,3889,34.48275862
29,3918,34.48275862
30,3948,33.33333333
29,3977,34.48275862
29,4006,34.48275862
31,4037,32.25806452
29,4066,34.48275862
29,4095,34.48275862
29,4124,34.48275862
29,4153,34.48275862
29,4182,34.48275862
28,4210,35.71428571
29,4239,34.48275862
27,4266,37.03703704
27,4293,37.03703704
27,4320,37.03703704
27,4347,37.03703704
27,4374,37.03703704
27,4401,37.03703704
27,4428,37.03703704
27,4455,37.03703704
28,4483,35.71428571
28,4511,35.71428571
28,4539,35.71428571
29,4568,34.48275862
28,4596,35.71428571
28,4624,35.71428571
28,4652,35.71428571
29,4681,34.48275862
28,4709,35.71428571
28,4737,35.71428571
29,4766,34.48275862
27,4793,37.03703704
28,4821,35.71428571
27,4848,37.03703704
27,4875,37.03703704
27,4902,37.03703704
27,4929,37.03703704
27,4956,37.03703704
27,4983,37.03703704
26,5009,38.46153846
26,5035,38.46153846
26,5061,38.46153846
26,5087,38.46153846
26,5113,38.46153846
26,5139,38.46153846
26,5165,38.46153846
27,5192,37.03703704
26,5218,38.46153846
27,5245,37.03703704
25,5270,40.00000000
27,5297,37.03703704
26,5323,38.46153846
27,5350,37.03703704
26,5376,38.46153846
27,5403,37.03703704
27,5430,37.03703704
27,5457,37.03703704
27,5484,37.03703704
26,5510,38.46153846
27,5537,37.03703704
26,5563,38.46153846
27,5590,37.03703704
26,5616,38.46153846
26,5642,38.46153846
26,5668,38.46153846
26,5694,38.46153846
24,5718,41.66666667
26,5744,38.46153846
25,5769,40.00000000
25,5794,40.00000000
24,5818,41.66666667
25,5843,40.00000000
24,5867,41.66666667
23,5890,43.47826087
24,5914,41.66666667
23,5937,43.47826087
24,5961,41.66666667
23,5984,43.47826087
24,6008,41.66666667
23,6031,43.47826087
24,6055,41.66666667
23,6078,43.47826087
23,6101,43.47826087
24,6125,41.66666667
24,6149,41.66666667
24,6173,41.66666667
25,6198,40.00000000
24,6222,41.66666667
25,6247,40.00000000
24,6271,41.66666667
25,6296,40.00000000
26,6322,38.46153846
25,6347,40.00000000
25,6372,40.00000000
26,6398,38.46153846
26,6424,38.46153846
26,6450,38.46153846
26,6476,38.46153846
26,6502,38.46153846
