32, 99737, 31.25000000
31, 99768, 32.25806452
31, 99799, 32.25806452
31, 99830, 32.25806452
30, 99860, 33.33333333
30, 99890, 33.33333333
31, 99921, 32.25806452
30, 99951, 33.33333333
32, 99983, 31.25000000
31, 100014, 32.25806452
30, 100044, 33.33333333
30, 100074, 33.33333333
31, 100105, 32.25806452
31, 100136, 32.25806452
31, 100167, 32.25806452
31, 100198, 32.25806452
33, 100231, 30.30303030
32, 100263, 31.25000000
32, 100295, 31.25000000
31, 100326, 32.25806452
32, 100358, 31.25000000
31, 100389, 32.25806452
32, 100421, 31.25000000
30, 100451, 33.33333333
30, 100481, 33.33333333
31, 100512, 32.25806452
30, 100542, 33.33333333
30, 100572, 33.33333333
30, 100602, 33.33333333
31, 100633, 32.25806452
30, 100663, 33.33333333
30, 100693, 33.33333333
31, 100724, 32.25806452
31, 100755, 32.25806452
31, 100786, 32.25806452
31, 100817, 32.25806452
31, 100848, 32.25806452
30, 100878, 33.33333333
31, 100909, 32.25806452
29, 100938, 34.48275862
31, 100969, 32.25806452
30, 100999, 33.33333333
29, 101028, 34.48275862
30, 101058, 33.33333333
30, 101088, 33.33333333
30, 101118, 33.33333333
30, 101148, 33.33333333
30, 101178, 33.33333333
29, 101207, 34.48275862
29, 101236, 34.48275862
30, 101266, 33.33333333
30, 101296, 33.33333333
31, 101327, 32.25806452
30, 101357, 33.33333333
30, 101387, 33.33333333
31, 101418, 32.25806452
31, 101449, 32.25806452
31, 101480, 32.25806452
31, 101511, 32.25806452
29, 101540, 34.48275862
30, 101570, 33.33333333
30, 101600, 33.33333333
30, 101630, 33.33333333
31, 101661, 32.25806452
31, 101692, 32.25806452
31, 101723, 32.25806452
31, 101754, 32.25806452
30, 101784, 33.33333333
30, 101814, 33.33333333
31, 101845, 32.25806452
31, 101876, 32.25806452
30, 101906, 33.33333333
30, 101936, 33.33333333
30, 101966, 33.33333333
30, 101996, 33.33333333
30, 102026, 33.33333333
29, 102055, 34.48275862
30, 102085, 33.33333333
29, 102114, 34.48275862
30, 102144, 33.33333333
29, 102173, 34.48275862
30, 102203, 33.33333333
32, 102235, 31.25000000
31, 102266, 32.25806452
30, 102296, 33.33333333
31, 102327, 32.25806452
30, 102357, 33.33333333
29, 102386, 34.48275862
30, 102416, 33.33333333
30, 102446, 33.33333333
30, 102476, 33.33333333
30, 102506, 33.33333333
31, 102537, 32.25806452
30, 102567, 33.33333333
31, 102598, 32.25806452
29, 102627, 34.48275862
30, 102657, 33.33333333
30, 102687, 33.33333333
29, 102716, 34.48275862
29, 102745, 34.48275862
29, 102774, 34.48275862
28, 102802, 35.71428571
28, 102830, 35.71428571
30, 102860, 33.33333333
29, 102889, 34.48275862
30, 102919, 33.33333333
30, 102949, 33.33333333
30, 102979, 33.33333333
29, 103008, 34.48275862
29, 103037, 34.48275862
29, 103066, 34.48275862
